User Language,"Are you a Smart Home Personal Assistant (SPA) user or owner, e.g., Amazon Echo or Google Home?",Which SPA do you use? (Check all that apply) - Selected Choice,Which SPA do you use? (Check all that apply) - Other - Text,How long have you been using it?,Would you consider using it in the future?,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Selected Choice,Please choose from the following why you would consider owing or buying a smart speaker/assistant in the future: Select all options that apply - Other - Text,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Selected Choice,Please choose from the following why you may NOT wish to use a Smart Home Personal Assistants in the future: Select all options that apply - Other - Text,Age,Employment Status,Gender identity,Highest education level completed,Internet enabled products,Student Status,Technology use at work
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,20,Full-Time,Male,High school diploma/A-levels,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Video streaming product (e.g. AppleTV, chromecast), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Connected printers (e.g. WiFi), Smart Thermostat (e.g. Nest, Hive, tadoi), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,31,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,24,Part-Time,Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,2 or 3 times a week
EN-GB,No,,,,Yes,"It provides convenience,Just to try it out",,,,20,Other,Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,39,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,more than once a day
EN-GB,Yes,Google Home,,1 Year,,,,,,27,Unemployed (and job seeking),Male,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,30,Full-Time,Male,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Video streaming product (e.g. AppleTV, chromecast), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,22,Part-Time,Female,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,37,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Smart Thermostat (e.g. Nest, Hive, tadoi), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart TV (e.g. Samsung, LG, JVC)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,36,Full-Time,Male,Technical/community college,"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Smart Thermostat (e.g. Nest, Hive, tadoi), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch)",No,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,3 Years ,,,,,,41,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,21,Unemployed (and job seeking),Male,High school diploma/A-levels,"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Video streaming product (e.g. AppleTV, chromecast)",Yes,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,27,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera)",Yes,2 or 3 times a week
EN-GB,Yes,Google Home,,3 Years ,,,,,,25,Part-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Games console (e.g. PS4, Xbox one), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,less than once a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,38,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Don't know / not applicable,"Smart TV (e.g. Samsung, LG, JVC), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,31,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,more than once a day
EN-GB,No,,,,Yes,"It provides convenience,It is useful,Just to try it out",,,,18,Unemployed (and job seeking),Male,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,not at all
EN-GB,Yes,Google Home,,"2 Years
",,,,,,19,Unemployed (and job seeking),Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",Yes,not at all
EN-GB,Yes,Google Home,,"2 Years
",,,,,,24,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,20,Part-Time,Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,20,Unemployed (and job seeking),Male,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,23,Full-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",No,2 or 3 times a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,46,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,21,Part-Time,Female,Technical/community college,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,18,Part-Time,Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart TV (e.g. Samsung, LG, JVC)",Yes,more than once a day
EN-GB,Yes,Apple Homepod,,Less than a year ago,,,,,,33,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast)",No,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,32,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,24,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,Google Home,,1 Year,,,,,,32,Part-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",No,more than once a day
EN-GB,No,,,,Yes,It is useful,,,,18,Unemployed (and job seeking),Female,High school diploma/A-levels,"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast)",Yes,not at all
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,19,Part-Time,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,25,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,not at all
EN-GB,Yes,Amazon Echo/Alexa,,3 Years ,,,,,,20,Full-Time,Male,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",Yes,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,4 or more years ,,,,,,24,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,1 Year,,,,,,26,Full-Time,Male,Doctorate degree (PhD/other),"Smart TV (e.g. Samsung, LG, JVC), Smart Thermostat (e.g. Nest, Hive, tadoi), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,18,Unemployed (and job seeking),Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,not at all
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,21,Unemployed (and job seeking),Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,not at all
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,1 Year,,,,,,19,Other,Male,Secondary education (e.g. GED/GCSE),"Games console (e.g. PS4, Xbox one), Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner)",Yes,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,34,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Baby camera/monitor (e.g. Withings Smart Baby Monitor, Motorola Baby Monitor Camera), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,25,Other,Female,High school diploma/A-levels,"Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Video streaming product (e.g. AppleTV, chromecast), Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,Less than a year ago,,,,,,37,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart TV (e.g. Samsung, LG, JVC), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",Yes,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,31,Part-Time,Male,High school diploma/A-levels,"Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan)",No,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,1 Year,,,,,,24,Other,Female,Undergraduate degree (BA/BSc/other),"Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,No,,,,No,,,"It is unnecessary,It may invade privacy",,30,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2), Smart smoke monitors and alarms (e.g. Kepler, Birdi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart TV (e.g. Samsung, LG, JVC)",No,more than once a day
EN-GB,Yes,Google Home,,"2 Years
",,,,,,24,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Games console (e.g. PS4, Xbox one), Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,more than once a day
EN-GB,No,,,,Yes,It is useful,,,,23,Full-Time,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo), Smart water sprinkler/irrigation controllers (e.g. Aifro WaterEco, BlueSpray, Rachio Smart Sprinkler Controller), Smart health monitors excluding smart watches (e.g. scales, blood pressure monitors), Grocery ordering (e.g. Amazon dash buttons, Hiku, GeniCan), Smart kitchen appliances (e.g. Fridge, oven, kettle, scales, vacuum cleaner), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2), Smart smoke monitors and alarms (e.g. Kepler, Birdi)",No,4 or 6 times a week
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,27,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,Technical/community college,"Connected lights (e.g. Phillips Hue, LIFX, Elgato Avea, Belkin WeMo), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch), Smart bluetooth trackers excluding smart watches (e.g. keyrings to identify lost keys such as Tile, Chipolo, Lapa 2)",Yes,more than once a day
EN-GB,Yes,Amazon Echo/Alexa,,"2 Years
",,,,,,37,Other,Male,Graduate degree (MA/MSc/MPhil/other),"Smart TV (e.g. Samsung, LG, JVC), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi)",Yes,more than once a day
EN-GB,No,,,,Yes,"It is useful,Just to try it out",,,,22,Full-Time,Male,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Activity tracker excluding smart watches (e.g. Fitbit, Xiaomi Mi Band, Microsoft band), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Video streaming product (e.g. AppleTV, chromecast), Connected printers (e.g. WiFi), Smart plugs (e.g. Belkin WeMo Insight Switch, Ankuoo NEO PRO Wi-Fi Smart Switch)",Yes,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,22,Part-Time,Female,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",Yes,about once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,50,Full-Time,Male,Undergraduate degree (BA/BSc/other),"Smart smoke monitors and alarms (e.g. Kepler, Birdi)",No,more than once a day
EN-GB,Yes,Google Home,,Less than a year ago,,,,,,21,Other,Male,Undergraduate degree (BA/BSc/other),"Smart TV (e.g. Samsung, LG, JVC), Smart Thermostat (e.g. Nest, Hive, tadoi), Games console (e.g. PS4, Xbox one), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Smart watch (e.g. Apple watch, Samsung gear, Moto 360, Asus ZenWatch), Connected printers (e.g. WiFi), Smart doorlock and/or doorbell (e.g. August Smartlock, Danalock, Ring smart doorbell), Smart security camera (e.g. Nest Cam, Netatmo, Netgear Arlo)",Yes,more than once a day
EN-GB,Yes,"Amazon Echo/Alexa,Google Home",,"2 Years
",,,,,,18,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,High school diploma/A-levels,"Smart TV (e.g. Samsung, LG, JVC), Home assistants/smart hub (e.g. Amazon echo, CastleHub, Google Home), Connected printers (e.g. WiFi)",No,not at all
